question_id,question_title,question_body,question_vote
26154721,Having trouble getting Merge sort to be O(n log n),"
In full disclosure, I'm a student and having trouble with merge sort.  The purpose is obviously to have a O(n log n), but it's more n^2.  I think the problem lies within the tempList, as you'll see in the code, but in the program description it says to use static int tempList[LIST_SIZE] to avoid degradation.
Here's what I have and the runtime using start is around 16000, which is obviously way to long for the merge sort. 
Here is the second portion of the sort
The details of the program are that we have an array with 100000 random numbers and sort it using various sorting algorithms.  The other sorts are working as expected, but this one seems to be off by a lot in comparison to what the big-O is supposed to be.
Can someone please help?
",0
26151288,"Reading integers from a file with mixed integers, letters, and spaces C++","
This is a sort of self-imposed extra credit problem I'm adding to my current programming assignment which I finished a week early. The assignment involved reading in integers from a file with multiple integers per line, each separated by a space. This was achieved easily using while(inFile >> val) .
The challenge I put myself up to was to try and read integers from a file of mixed numbers and letters, pulling out all contiguous digits as separate integers composed of those digits. For examples if I was reading in the following line from a text file:
12f 356 48 r56 fs6879 57g 132e efw ddf312 323f
The values that would be read in (and stored) would be
12f 356 48 r56 fs6879 57g 132e efw ddf312 323f
or 
12, 356, 48, 56, 6879, 57, 132, 312, and 323
I've spent all afternoon digging through cplusplus.com and reading cover to cover the specifics of get, getline, cin etc. and I am unable to find an elegant solution for this. Every method I can deduce involves exhaustive reading in and storing of each character from the entire file into a container of some sort and then going through one element at a time and pulling out each digit.
My question is if there is a way to do this during the process of reading them in from a file; ie does the functionality of get, getline, cin and company support that complex of an operation?
",0
26133197,"Peculiar behavior with mergesort implementation in C++, sorted result should not be in place","
In the implementation below of mergesort, the input pointer inputIntArray is somehow kept from being destroyed and winds up pointing to the sorted values pointed by sortedArray. As it is, I thought inputIntArray would not point to anything given the call delete[] intArray; just before the last merge. Could anyone please shed some light on this? Thank you.
Here is the output:
",0
26130593,Sorting a file of file paths based on type of ending (over 7000 lines),"
I am trying to sort a file (over 7000 lines) where each line is a file path from a server that I ssh'd into and put every single file path into one text file that is sorted alphabetically, and depending on the type of ending (.png, .jpg, .php, .html, .doc, etc.), and place those file paths in their own separate text file (for organization purposes).
Some example lines from the file:
The lines I've provided above represent only a very small amount of the different types of files I have to sort through. Some of them, after looking through the file either have more than one ending:
or no ending at all:
After thinking about how I would implement this in C++, this is the ROUGH outline (in pseudocode) of what I would do:
And the questions that I have are the following:

How do I check line by line in the file that we have reached an ending like .jpg, .png, .php, etc.?
How do I account for all the different possible file endings (even though I've been through the whole file, I'm not exactly sure how many different endings there are) in my cases within my switch statement?
How do I handle the cases where a file path may have more than one ending (like the example I provided above)?
And of course, if there is a better way to do this using C++ (perhaps another language that would make this easier?), I'm all ears. 

",1
26127096,printing a array values in ascending and descending order in c++,"
I wrote this below program to print the array by getting i/p from user but shows a compiling error.  And i want a program print those input in ascending and descending order.
error:
![error by codeblocks][1]

||=== Build: Debug in example (compiler: GNU GCC Compiler) ===|
H:\c++\example\main.cpp||In function 'int main()':|
H:\c++\example\main.cpp|12|error: name lookup of 'i' changed for ISO 'for' scoping [-fpermissive]|
H:\c++\example\main.cpp|12|note: (if you use '-fpermissive' G++ will accept your code)|
||=== Build failed: 1 error(s), 0 warning(s) (0 minute(s), 0 second(s)) ===|

",0
26093669,Sorting A Random Valued Array Ascendingly by the Value,"
I am new to C++, I have a problem with sorting an array that has random value generated by rand() function.
The array length is 100 and the value was filled by a random number from 0 to 9 (0,1,2,3,4,5,6,7,8,9).
I have already succeed on determining the array's value, but still failed when I want to sort the array based on it's value ascendingly. By this, it means that when I print the array value, it may not be sorted by it's index, but by it's value.
Like this:
X[10]=0;
X[1]=1;
X[60]=2; ... etc until X[99]=...
Here is code to determine the value and sort it, what I have wrong here? Please help..
Code above won't print the sorted by value, it printed the array sorted by it's index ascendingly, not by it's value like what I want above.
Please hand me solution to this,
Thanks in advance
",-2
26084642,Sorting 3d points,"
I have a task to sort point with three dimensions and then show them on screen. They are separated with spaces. Is there any faster way than mine?
Can I some how put that in three dimension array and do some kind of sorting function?
",-2
26080342,sorted linked list in c++ won't insert,"
I'm trying to create a class for a sorted linked list which inherits from a class for an unsorted linked lists and overrides the insert function, but the program is not inserting the values I give it into the list and I'm not sure why. 
Here's my insert function:
this is the rest of my code:
thank you in advance.
",-1
26079707,C++: Specific Array Elements Do Not Appear With Bubble Sorting and Binary Search,"
+Problem: When doing the Binary search, only the middle element consistently comes out correct. The other elements, when searched for, provide blank space instead of a number. Picture: http://i.imgur.com/7JOoCwk.png
Assignment information: Write a program that prompts the user to enter the number of elements and the
numbers themselves to be placed in an integer array that holds a maximum of 50
elements. The program should then prompt the user for an integer which will be
searched for in the array using a binary search. Make sure to include the following
steps along the way:
1) A sort routine must be called before the binary search. You may use either
the selection sort or the bubble sort. However, the sort must be implemented
in its own function and not in main.
2) Next include a function called by main to implement the binary search.
The ordered array produced by the sort should be passed to the search
routine which returns the location in the sorted array of the sought value,
or -1 if the value is not in the array.
3) Add a value returning function that computes the mean of your data set.
Recall that the mean is the sum of the data values divided by the number
of pieces of data. Your program should output the size of the array
entered, the array as entered by the user, the sorted array, the integer
being searched for, the location of that integer in the sorted array (or an
appropriate message if it is not in the array), and the mean of the data set.
",0
26072936,invalid conversion from 'char' to 'char*' using std::sort,"
Doing this always gets me this error and I couldn't find a way to fix it.

error: invalid conversion from 'char' to 'char*' [-fpermissive]|

I believe it has to do with the way I pass the strings as parameters.
I have already tried to swap char a[21] with char * but that wasn't any better.
Thanks!
",0
26048850,A function where duplicates are not allowed? (C++),"
So I'm suppose modify a function whose initial purpose is so that a string cannot have more than 6 item in its array. Heres the code
This is my attempt at it.
But not only does this not prevent duplicates, it breaks the original purpose of not allowing more than 6 items and goes haywire if there is more. Can anyone tell me what I did wrong?
",0
26025234,How do I sort a vector with respect to another vector?,"
I have few vectors with same data type as. 
There is  any way to sort vector v2 , v3 ... with respect to vector v using STL of C++(algorithm) so that 
after sorting v2  would be {5,4,1,2,3,6,7,8} when it's sorted with respect to v  and v3  would be {4,1,2,3}  when it's sorted with respect to v .
It may be unclear for some people.
let me explain ..
sorted vector has two parts , one is A and another one is B .
A contains element of vector v i.e. A is subset of  v ,it follows same order as it's in v
B contains remaining element{v_i - A} of given vector(v_i) and it's sorted .
so for vector v2 after sorting it would be 
",0
26006831,Unhandled Exception Sort Recursion,"
I'm having an issue with a recursive sorting assignment in C++. Unfortunately, we've been assigned to do it in a very specific way, but I cannot seem to manage to get it to do what I want, and since I'm not used to recursion, I can't follow it well to trouble shoot. The error that I'm getting is Unhandled exception at 0x77d915fe in SortFinal.exe: 0xC0000005: Access violation. Presumably this is coming somehow from the a[] array used within the sort function. I'm new to this site so forgive me if the organization is terrible, but here's my code as it currently stands: 
",0
27244491,partial sort a vector with lambda predicate,"
I would like to partial sort this vector with a predicate as such
However I get the error 
The above works fine for std::sort and not for partial_sort any suggestions ?
",0
27238791,Sorting data from text file,"
I need to write a program that reads an unknown number of numerical data from a text file into an array and then uses a sorting parameter to sort the numbers. I've been trying for hours and I can't get the program to work
",0
27229680,Sort while keeping duplicates together,"
I have three vectors
Consider below how the elements look like of the same row:
I was using the quicksort function to sort according to the first vector, and it's giving me the following results
The thing is I want the duplicates to be together like this:
This is my quick sort function:
",-1
27198308,bad_alloc exception while implementing the merge sort for larger arrays,"
I'm implementing the merge sort algorithm using C++. An exception(bad_alloc) is raised, while sorting larger arrays. Since i'm new to C++ i have no idea about how to get rid of this error. The answer i'm willing is not handling the exception, but the reason. 
Here's my main method where i initially calls merge_sort function.
Up to 1000000 elements this works fine. I'm having the trouble when sorting the array of size 10000000.
Here's the full code for test purposes.
It's better if someone can give me the reason behind this rather than a fix. Thanks!
",-1
27198161,C++ Menu and String Searching within Array,"
When I enter this code and try to run it, it isn't working when the user selects option 1, to enter some text and a string to search for within their text. It outputs ""enter text"" and then ""enter string to search"" immediately after, without giving the user the chance to input some text. What is wrong?
",1
27197796,C++: mergesort and insertion sort hybrid,"
I've been trying to create a mergesort and insertion sort hybrid in c++. However, whenever I type these numbers into the algorithm with the exact order, 9,1,1,4,4,0,3,8,5,7,9,5,9,1,3,3,1,5,7,0,7,2(that's 22 numbers by the way), I get: 1,1,0,1,1,0,2,3,3,3,4,4,5,5,5,7,7,7,8,9,9,9, which obviously isn't sorted correctly.
If you're wondering if any of my individual algorithms are wrong, the answer is no. I tested my mergesort and insertion sort algorithms individually using the same numbers in the same order, and each produced the correctly sorted array of numbers.
So the algorithm probably went wrong somewhere in additional code that was needed in order to glue the two algorithms together. (I also changed the insertion sort code a bit to make it more efficient, but that isn't the problem either, in case you were wondering. Both tests on the algorithm before and after I changed it produced the same result: the wrong result.)
Here's my code if you want to see it:
Any help on this would be greatly appreciated. Thanks in advance.
",3
27191321,Stack overflow in merge sort,"
I have homework assignment to implement merge sort in C++ via recursion. I'm not really good at recursion and what follows is the code I implemented, but it gives a stackoverflow error.
Kindly tell me what I am doing wrong. EDITED VERSION
In the code above, n is the number of elements to sort and A is the array I'm sorting.
",1
27181180,C++ Illegal Indirection with Nodes,"
I've been trying to get a way to sort my Nodes (doubly linked) based on their ""Priority"" value/variable. However I keep getting stuck at an ""Illegal Indirection"" error, and not sure what it means (despite looking around).
Any help would be greatly appreciated, here is the code, it was taken from another answered question similar to mine on stackOverflow, so it may be implemented wrongly, but I've supplied part of my Node Class, and the function that uses the Sorting function (within a 'Queue Class');
I've highlighted the error (well pointed it out) in the ""Sorting Function"" block, any help is appreciated.
NODE CLASS
Function that Calls it
SORTING FUNCTION
",0
27153504,Entering file from data to an array c++,"
So I'm working on a hangman program and I've gotten the input file which contains the words that I need. The question now is how can I put the words that I've entered from the file into an array?
any help will be greatly appreciated. Thanks!
",0
27132190,Merging multiple sorted ranges,"
I'm trying to merge multiple ranges using std::merge repeatedly.  It says template argument deduction failed.  Could someone explain why this will not compile?  Is the problem the use of multiple packs?
Also, I would like the argument to be in the order first1, last1, first2, last2, ..., instead but that is a minor thing.
Edit:  I realize my merging logic is wrong.  I think this is the way:  First merge [a1, b1), with [a2, b2), and then use the resulting merged range [merged1, merged2) and merge with [a3, b3), and so forth.  So the compiling error is no longer the issue.  Another idea is to copy all the elements from each range into a container and then sort that (if that makes any sense even), but that is not the solution I seek though, but I will accept it if that is the only way.
",0
27120466,Using bubble sort on command line arguments c++,"
I think I am a little confused on bubble sort in general. But my main issue is converting the command line arguments to a typical array as opposed to argv. 
I was thinking by looping through the argv I could puch.back to a vector then use my bubble sort function it the vector. 
I want to sort the names taken in from the command line from A to Z order then from Z to A order. 
Any help with my code with be appreciated. 
Please add comments so I can understand better why this has been difficult for me. 
Thanks! 
",-1
27118981,"Using Template Function for int, float and char for finding the lowest value","
Prompt:
Convert the functions theSmallest() and fill_array()to template functions.
Test your template functions with 3 different data types:  int, float and char.
Problem:
When I load this into the compiler, there are no errors. It works for INT and Float; however when I run the index_of_smallest function for the character option... it doesn't like it. When I actually check with a ""cout"" what the value for min is during a char call, it is giving me ""-10002e89.."". That value never changes so in the for loop the index_of_min is always 0 so the compiler thinks that the smallest character is always at the index of 0.
CODE:
",1
27117766,Unable to sort a vector member variable of a class/object in C++,"
As a course project, I am building a lottery machine simulator with different kinds of prizes.
I have a class called LotteryTicket which holds a vector<int> luckyNumbers as one of its private member variables. In order to access it, I have defined a get function as following:
One of the things I am required to do is check for winning tickets. A ""Bronze"" winner is someone who managed to guess all the correct numbers, but not in the correct order. In other words, the sets have to match. In order to do that, I want to sort both tickets (the winning numbers and the player's numbers) and then check 1 for 1.
I attempt to sort them by using the following functions:
I have the cout there as a test to see if my vectors were indeed sorted. So far no luck. I am suspecting I'm losing reference at some point, but I'm not sure where... or I might messed something up in my syntax with all these long dot-notation returns...
For additional context, the sortTicket(LotteryTicket&) function is invoked from within the function that checks if a ticket is a bronze winner. That mentioned function receives the ticket argument from a different function... i.e. a long chain of passing the argument, all with a call by reference (I can paste more code if needed.)
Any thoughts? The sortTicket function should sort the arrays and make it stick outside the scope of the function.
",0
27108601,"Doubly Linked List Bubblesort, Reverse method now broken","
So I've recently updated my Bubblesort (sorts alphabetically) to work with a linked list.
Although now my previously working reverse method breaks the list. (Previously worked if I didn't do the single list bubble sort first)
Bubble sort and Swap.
Swap
This is the now broken reverse list.
Question What have I missed out of my bubble sort that breaks the list?
",1
27100192,"Which is faster, sorting a vector, then putting it into an AVL tree, or inputting it directly?","
So here's the situation:
I have millions, possibly billions, of strings that I am trying to parse and put into a sorted structure, lets say I have 5,000,000 strings.
I'm trying to write a fast program that can put all of these strings from an unsorted vector into an ordered data structure that can also search the structure fast, thus the reasoning for the AVL tree (which eventually I plan to use a hash table of a-z for even faster lookup, but that comes later). I get all of the strings into a vector first, but they are all jumbled up, unsorted and different lengths. 
I don't want any repeated strings in my tree, so if the program finds the strings ""hello"" and ""hello"" it would only have one AVL entry and would  increment an integer holder for the frequency that this string has appeared. 
So my question is this: would it be faster to sort the vector first (using something fast like a multi-threaded quicksort or something else) and then input it into the AVL tree, after all the words are sorted together with other same words, OR is it faster to just put all the data from the unsorted vector into the AVL tree, and continously checking the AVL tree for whether or not a word already exists, then incrementing it.
So to picture it in an order of operations here are the two cases:


Which case is faster??
--EDIT-- So after hearing some of the comments, inserting a sorted array into an AVL tree from the beginning would be a bad idea, which makes sense due to how many rotations would be made. It seems that directly inserting into the AVL tree is probably a good idea, but what is the best way to efficiently insert when a word is already in the tree somewhere? How can I make sure that I find it? Is that where my sorting can come in?
",1
27090026,C++ std::sort custom compare function referencing to another list,"
I am a beginner in C++ and I don't know nor can find the way to address my problem.
I'm trying to sort my vector in an unusual way and fail to do so.
pointsToVisit - list of Point objects that can have their start time and end time.
visitedPoints - list of indexes of Point objects from pointsToVisit vector
I'd like to sort my visitedPoints vector by values of respective Points
My attemp is below:
And I get such errors:
Example by which I tried to do my work is under this address: http://www.cplusplus.com/reference/algorithm/sort/
I'll be thankful for any help received.

Might it be possible, that creating bubble sort for my own purposes will substitute std::sort() decently?
",1
27086267,Merge sort variant: using link array,"
I was looking for the variants of Merge Sort. So my textbook says, 
A variant of function Merge in which No records need to be moved at all, can be implemented by use of an auxiliary array links.
Firstly, I would like to state the code. 
Okay so what I understood of the algorithm is:

If the number of elements are less than 15, apply insertion sort and sort those elements.
This way, we will get many lists that will be sorted by themselves but the entire array will not be sorted as such. 
To sort the entire array, the function Merge is used. 

My question is, 
How is the function Merge combining the different sorted lists to one sorted list? I dont have any idea of the concept of the link array.
I am sorry but I tried very hard to understand but I dont get how the output array is ""sorted"" ?
Any kind of example will be of utmost help. 
Thank You. 
",1
27049072,Sorting a pair of vectors,"
I know how to sort a vector of pairs, but how do you sort a pair of vectors? I can think of writing a custom ""virtual"" iterator over a pair of vectors and sorting that, but that seems quite complex. Is there an easier way? Is there one in C++03? I would like to use std::sort.
This problem arises when processing some data generated in hardware, where a pair of arrays makes more sense than array of pairs (since then there would be all kinds of stride and alignment problems). I realize that otherwise keeping a pair of vector instead of a vector of pairs would be a design flaw (the structure of arrays problem). I'm looking for a fast solution, copying the data to a vector of pairs and then back (I will return it to the HW to do more processing) is not an option.
Example:
and after sorting (by the first vector):
I refer to a ""pair of vectors"" as the pair of keys and values (stored as e.g. std::pair<std::vector<size_t>, std::vector<double> >). The vectors have the same length.
",8
27039015,Bubble sort issue,"
Currently studying software engineering at college (first year) and made a program where the user enters how many entries there will be and then they input the times for each entry and it is sorted in descending order.
The problem I am having is when I enter a large number for the first input it doesn't sort correctly but the rest do. It would be great if someone could help me out with this and sorry for the noob question:P
The entire code:
",0
27028209,vector elements in ascending order,"
I want to write a boolean function to see if the elements in the vector are in ascending order or not.
My code so far:
In the main() function I am just typing in the elements of the vector an with the if_sorted() function I want to see if these values are sorted in ascending order or not.
How can I write this boolean function without functions like is_sorted, or modify my existing code? 
",0
27006266,"C++ finding the min location, sort, and swap in a 2D array","
Ok sorry for asking this question if it has already been answered before but I just couldn't find it due to that there formatting was completely different from mine or that they used a different method than the one I'm currently being taught. They all have to be in separate functions and I haven't been taught vectors or pointers. I've seen some questions that have been answered that way but its a little advance in the class for now. 
My most pressing question is when trying to get the location of the min. number within a 2D array. Do I have to do some type of braces or something in order for it to scan the entire array. An example would be: location = index, J; or location = Array[index][J];
Or do I have to do something else within the if statement? 
Apologies if my code formatting is not correct for the post. 
",-1
27004457,Measuring runtime with counter variable,"
I am currently working on an assignment which asks us to implement a few different sorts and introduce counter variables to measure the runtime.
My question is that I'm confused about whether or not to include certain ""operations"" as something that would increment my counter. For instance, my textbook says this:

    ....
So, from what I understand, I should be counting ""comparisons"" but I do not understand if this applies to if statements, while loops, etc. 
For instance, here is my insertion sort.
As you can see, I increment count by 4 for each iteration of the while loop. This really highlights my question, I think. 
My reasoning is that we make two comparisons in the conditional statement of the while loop:
(loc > 0 && theArray[loc - 1] > nextItem)
Afterwards, we make two moves in the array. From my understanding, this means that we have performed 4 ""operations"" and we would increment counter by 4 for the sake of measuring runtime at the end of execution.
Is this correct? Thank you SO much for any help.
",1
26986117,Sorting a stack in ascending order? (using only 3 stacks),"
So I'm doing some homework for CompSci 2 and the assignment requires us to sort a single stack (of five numbers) in ascending order using only 3 stacks - much like a Tower of Hanoi problem - but there are no rules on whether a larger can be placed on a smaller number, etc.
I'm essentially trying to figure out a process on how to sort any number against another in the stack, but I'm at a bit of a loss - in trying to formulate an idea I came up with this: I could pop the top number off the stack, place it in another stack (say, stack 3), compare it to the next number in the original stack, and if it's less than it, I would put the number in stack 3 into stack 2.  But then I ran into the problem of order - if the number is less than the one after it, but isn't less than another number in the stack, my final result would be out of order.
Could someone help me out here in figuring out method would work best?
",0
26982760,"Need to update a list when 2d vector is sorted, prefer to use std::sort","
I have a 2d array that is based on something stored on a file. I want to sort the 2d array, and update the order of the objects on the file accordingly. 
The std::sort function seems to be by far the easiest way to sort the 2d arrays. Is there an easy way to add a couple of lines of code to the sorting algorithm in order to make the same switches in the file that sort() makes to the 2d array?
PS: The file contains several classes that can't easily be sorted directly.
",0
26977273,STL sort by variable and then in ascending order,"
How could I sort alphabetically and then by int variable in the class? How can I combine them, so if counter is the same, it will return in alphabetical order?
",3
26964127,Swap Doubly Linked List,"
Okay.
So I've been trying to implement a doubly-linked list with a swap function. 
I've found many sites online that explain how to do this - and in almost all of them (including a few from Stack Overflow), an argument begins in the comments about whether or not the implementation is correct. I have tried several of them to no avail. In other words, I can't find a single definitive version of this algorithm. 
I have tried at least 4-5 different algorithms from those I found online, as well as a few I tried to sort out myself, but I keep getting issues with the elements being sorted incorrectly. I am completely at my wits end. 
Here is the most recent version I tried, which does not work: 
I am beyond frustrated. Would somebody please, please, please help me out by showing me a complete, working algorithm. Not linking to a page with a broken algorithm and comments on how to fix it (which I have tried a few times now), but just the algorithm. It doesn't even need to be code, just an algorithm. Please. I am so tired of trying to fix this and so behind schedule on this project and I will be so eternally grateful if someone out there can definitely help me solve this once and for all.
",0
26962990,Replace std::sort with boost::sort,"
I would like to replace std::sort with boost::sort to compare the performance between them. A colleague recommended that I create a shared library with a re-definition of std::sort that calls boost:sort, and then simply use LD_PRELOAD to bring in the new shared library, and therefore override std:sort. Will this work? If so, can someone post an example of how to replace a stl function?
",1
26952652,Why isn't my string array being sorted correctly in c++?,"
Here is my code and output. 
I essentially use selection sort as my algorithm. 
Output in my Xcode
which is wrong because Chicago and Duluth should have been switched along with Boise + Boston. Everything else is fine. What gives? 
",0
26948596,Is a sorting-algorithm worth implementing here?,"
I have a list of positive integers, and I want to store the 3 biggest values in the variables h1, h2, and h3. The remaining values are irrelevant.
I considered managing them with an int* and reallocating memory as it is filled, followed by a suitable sorting algorithm, but is it really worth it? Since I don't really need to sort the entire array, I just did it like this:
It feels like a dumb and static way of doing it, but it works. Should I implement a sorting algorithm instead, and if yet, any suggestion what might be suitable?
",3
26942170,Why is my basic PriorityQueue sorting algorithm causing a seg fault?,"
I've been working on this linked list priority queue for the better part of four or five hours now, and for the life of me I can't find the root of this seg fault. It's driving me insane. 
I know that the root of the problem is in my swapUp() function (swapping the positioning of two nodes based on their priority), because the list works great up until it is called. The seg fault is not actually being caused by swapUp(), it's being caused by peekAt(), which returns the element in the node at position n. But the error does not occur unless swapUp() is called first, so that is where the issue is (I think). 
There is also a seg fault being caused in the destructor, which I believe may have the same root cause in swapUp().
I have gone over the code over and over and I've been debugging it all night but I just can't figure out exactly what is going wrong. I would really, really appreciate some help with this. 
PRIORITY QUEUE: 
TEST PROGRAM:
Okay, so I've tried implementing SwapUp() in two different new ways, both of which are still giving me errors. 
Failed attempt #1: 
Failed attempt #2: 
This is driving me absolutely mad. This is such an elementary logic problem I don't know why I'm having so much trouble with it. Any help would be greatly, greatly appreciated!
",-1
26921691,"Sort Function Deleting portion of array, C","
I have this very weird issue going on. The function you will see in a moment is supposed to ensure that all elements (chars) in a 2D array are at there utmost position, that is, there is no empty space above any of the characters. For instance a board could look like this: 
And there is an issue at (2,1) because there is an empty space above a non empty space.
My function does the sorting correctly but it deletes any character in the bottom row that has an empty space above it. I cannot, for the life of me, figure out why. Here is my sort function.
Below Is a picture of the full sequence, The Program prints a board. The user is asked to select a region to 'pop.' A function then replaces all the characters that are connected with a blank space. Then in the last portion of the picture you can see how the characters are deleted. The board that doesn't have a border is there because I was using it to check if the characters actually were deleted or not.

Thank you in advanced for 1, reading this whole post, and 2, any help you can give.
",0
26920105,Merge sort two linked list into a third linked list via recursion - c++,"
So basically, I have to merge two linked lists (passed as parameters) into a third linked list (also passed in as a parameter) - but by the end of the function the new list must still be sorted and the other linked lists must be empty. I'm pretty sure I'm close, but for some reason I don't think the third list is being computed correctly. If anyone could take a look and tell me where I'm wrong real quick that would be awesome, considering I'm not to good at recursion. By the end, headX and headY should be both be empty, with all of their items sorted in headZ. However, after the function is done, headZ is not correct (though I'm not sure why).
",1
26903341,Mergesort program stuck in error,"
Please help me to guess understand the mistake in the following code.
It's returning the same array.
e.g if I give it 2, 5, 3, 1 as input, it returns 2, 5, 3, 1 without sorting.
Example output:
This is my code — what's going wrong?
",-4
26898946,Im trying to sort these nodes by alphabetical order,"
I know this is wrong, but I'm using nodes for this program. Here is my PrimaryIndex header file where the function is declared

I have a lot of these functions implemented and I am trying to get the hang of these nodes. I'm hoping someone could help me out with this
",0
26877139,big number implementation(calculator) c++,"
What I need to do is to add this function:
with the capability to subtract 1 from a bignum, completely ignoring its sign,
and not worrying about (but observing) what happens if
the result is negative.
Here's my code: 
",-2
26876155,sorting table in place using stl sort,"
I have a HUGE table (about 50Gb) in (i,j,k) format (from a sparse matrix) stored as 
and I'd like to sort it in place with a given comparison function that's a function of idx1 and idx2. Can this be done using std::sort? 
Specifically, each nonzero entry (i,j) with value v in the sparse matrix is stored by placing i in idx1, j in idx2, and v in the corresponding entry in vals. I'd like to then sort these entries according to (i1, j1, v1) <= (i2, j2, v2) if
The examples I've been able to scrounge up of using std::sort on nonstandard datatypes assume that each item being compared is a single instance of a class; here each item is represented by three values in different arrays.
",8
26859564,the REAL use of the linked list in TODAY'S world,"

This question already has an answer here:


Under what circumstances are linked lists useful?

                    15 answers
                



I've been spending a lot of time going back and forth on whether I should use a vector or a linked list. I've been reading many completely contradicting views on the topic, so I'd like a strait up answer based on TODAY'S hardware in the REAL world.
So I've been told that if you are doing a lot of insertion and deletion in the middle of your sequence, a linked list would be ideal, with a complexity of O(1) (which in itself I don't fully understand, since you have to traverse all the way to the desired location anyway) while insertion into a vector is apparently very slow, with a complexity of O(n)
On the other hand, after watching this lecture by Bjarne Stroustrup https://www.youtube.com/watch?v=YQs6IC-vgmo it seems as though there is no real use for linked lists, and using linked lists because there will be a lot of insertion and deletion would really only be implemented by a naive student. What I got from this is that essentially by the nature of the traverse of a linked list it is performing random access several times as it travels through different locations in memory, while a vector performs random access once, sending you directly to the desired location. Is this Interpretation accurate?
In my implementation, the sequence is to maintain order, being updated with new values for each element every frame, hence, a lot of deletion and insertion.
My question is:
is there really any use for a linked list anymore? Even if it is to maintain order and than simply be run strait through?
background info:

the sequence is for a 2D sweep and prune broad phase collision detection;
the upper bound of number of elements in the sequence would be about 30,000

",1
26857614,"Sorting linked list, swapping nodes","
I'm trying to sort a linked list, but somehow during the swapping of nodes it goes into a loop. 
I'm not allowed to just swap the values, HAVE to swap the pointers. Can someone please have a look and tell where I might be going wrong:
",0
26853625,c++ sort: ranking list with same value of an array,"
I'm trying to show a ranking list of my array qt, which contains 5 numbers.
normally, the 2 for-loops sort my array and the last for-loop displays my array ordered, so it looks like this:

1.number: 10
2.number: 10
3.number: 20
4.number: 20
5.number: 50

But I want to display the numbers with the same value as the same ranking position, so like this:

1.number: 10
1.number: 10
2.number: 20
2.number: 20
3.number: 50

",0
26846120,Sort vector by sum of a pair array elements,"
I'm just playing with C++ sort & lambda and wondering if it would possible to sort elements by sum? 
For example: 
I tried the method above, it gives a runtime error: ""Expression: Invalid operator <"".
Update1
The example: 
Sum = 4
1 ,2 ,5, 3, 2
I need to group elements the sum of both would equal Sum e.g 4
So it must be grouped like so:
1,3,2,2,5
Can anybody suggest an alternative solution? I'm just lazy to achieve it using a dumb iteration.
Thanks. 
",-5
26844983,sort a pair vector in c++,"
The output to the above code is---
We can see from the output that sort function has sorted v[i].first but what if we only want to sort v[i].second or if we want to sort both of them,how to then accomplish the task?
",3
26835520,Multiple sorted lists,"
I'm trying to think of the best way to have multiple data sets use the same Linear Linked List. The data sets would each have unique information that would be held, and they would each be sorted in a specific order. For example I may have a list of people which contains their name, address and phone number and is sorted by their name in alphabetical order. And then I may have a list of transactions where each transaction has a date, item, and dollar amount and is sorted by date.
I am trying to think of the best way to do this without writing multiple LLL data structures. I am a little rusty so any suggestions would be greatly appreciated.  I have never used templates in c++ before but I am wondering if that is the direction that I should be going.
",0
26831055,Algorithm Sort function doesn't work C++,"
I am doing a function to compare if two vectors of strings are permutations of each other. I am trying the next code that should be working but for some reason the sort function from the algorithm library from C++ doesn't work.

Any help would be appreciated.
EDIT:
If i try this:
I can see that the sort function is not working
Answer:
This is working now. thank you all!
",-2
26826954,sort function is giving unexpected results in c++,"
I have structure data as:
and my sort function as:
and here is my main function:
So when I run my program with following input:
then my expected answer should be:
But my program is giving:
Where am I doing wrong ?
",-2
26782122,Basic interface for sorting algorithms classes,"
I need to program some sorting algorithms, for this I want to have base interface with virtual function Sort(). The problem is that I don't really know which type of elements client will use. I only need comparison operator to be available for this type. So, it could be template, but i can't use template and virtual simultaneously. I need advice on architecture of this code. 
Also, it would be good to have ability to pass either allocator or memory in case of not inplace sorts. Where I need to insert this part. Maybe as an optional parameter.
May be I don't need classes at all and another kind of program structure suits better. Thanks.
EDIT:
How to use:
",1
26742509,What has gone wrong with this sorting code using Linked Lists?,"
I want to say that I just started learning C++ and I'm having a fairly good grip on just insertion, deletion, reversing, finding the element and element in a position. I've tried to sort using Bubble Sort(?) and the program is crashing. Please help me.
There are insert and delete functions too, but I haven't copied here. If you want, I'll post the whole program.
",-3
26727416,Sorting both a string array and a double array from highest to lowest(parallel arrays) and aligning the text,"
Alright I'll bite, this program does sort the number from highest to lowest but it'll only sort  if the numbers are arranged in order from highest to lowest;not if it's sporadic. Here are two example of what I mean. 
Example 1: 12,11,10,9,8,7,6,5,4,3,2,1.
Example 2: 32,25,24,31,10,11,15,16,8,19,18,5.
You see how in example 2 that some of the numbers are in order like 32 25 24 but some of the others are not. This is my main problem. My secondary problem is aligning the text vertically so that it looks neat. Should I use setw left, right for this? Please give feedback.
Note 1: The IDE that I'm using is codeblocks.
Note 2: Keep in mind that whatever number the user inputs for a particular month has to be vertically parallel to each.
Note 3: I'm pretty sure the problem is with my selection sort. So you really should be looking at the function void selectionsort since that is the function that is doing all the sorting. I just don't know where I went wrong with my sorting though. Everything else seems to be in order.
",0
