answer_id,answer_body,answer_vote,question_id
28352452,"
You have couple issues with your sorting functions:

Your loop condition is counter < end and you use [counter+1] as array index, you will go out of array boundary on the first iteration, suggestion change condition to counter < end -1
Code if (schedule[counter].classNumber == 000) is dangerous and is not clear why you need it. Probably to avoid previous error

Coolprit seems to be this code:
When you sort in descending order that record goes to the end and it works fine. But when you sort in ascending that record is in begining and you interrupt your loop. If you wantto skip records with GPA -1 replace break with continue in that code.
",1,28352007
12553314,"
In terms of (asymptotic) time complexity - they are both the same.
""Recursive is slower then iterative"" - the rational behind this statement is because of the overhead of the recursive stack (saving and restoring the environment between calls). 
However -these are constant number of ops, while not changing the number of ""iterations"".
Both recursive and iterative quicksort are O(nlogn) average case and O(n^2) worst case.

EDIT:
just for the fun of it I ran a benchmark with the (java) code attached to the post , and then I ran wilcoxon statistic test, to check what is the probability that the running times are indeed distinct
The results are conclusive (P_VALUE=2.6e-34, that means that the probability they are the same is 2.6*10^-34 - very not probable). But the answer is not what you expected.
The average of the iterative solution was 408.86 ms while of recursive was 236.81 ms
(Note - I used Integer and not int as argument to recursiveQsort() - otherwise the recursive would have achieved much better, because it doesn't have to box a lot of integers, which is also time consuming - I did it because the iterative solution has no choice but doing so.
Thus - your assumption is not true, the recursive solution is faster (for my machine and java for the very least) then the iterative one with P_VALUE=2.6e-34.
",24,28342182
12553297,"
Recursion is NOT always slower than iteration. Quicksort is perfect example of it. The only way to do this in iterate way is create stack structure. So in other way do the same that the compiler do if we use recursion, and propably you will do this worse than compiler. Also there  will be more jumps if you don't use recursion (to pop and push values to stack).
",9,28342182
28290022,"
Here's an example of how to parse some complex numbers then sort them using the C++ Standard Library.  If you want to as a learning exercise, you can replace one part at a time - e.g. introduce your own type instead of std::complex, read some other input format (rather than parenthesised comma-separated numbers sans a trailing ""i""), and/or use your own sort.
Output:
Note: I've just used a std::istringstream so the input can be hard-coded in the program for easy testing: just change to while (std::cin >> c) if you want to read from standard input (keyboard by default).
You can see the code running here
",1,28289847
28270224,"
Your code is subject to undefined behavior. You don't return anything from getFromFileToArray and yet you are using:
If you add the following line to getFromFileToArray just before the end of the function, your program might work.
",4,28270141
28270539,"
There are a few problems:
Minor issues that don't cause your crash:

srand(time(NULL)) should be used only once, usually when the program starts.
rand()%1-30 is always -30.
ProcessTheArraysorts the array size times. This seems unnecessary.

Major issues that may cause your crash:

You don't return a value from getFromFileToArray. Your compiler should have warned you about this.
You never initialise the status field.
You got the spelling of ""strcpy"" wrong in quite a few places.

",1,28270141
30249477,"
Okay, first things first: A DAG is a Directed Acyclic Graph. 

A graph is a data structure that has nodes which are connected in
some way. For instance, a map is a graph, where the intersections are
the nodes and the roads are the edges.
A directed graph is a graph with some sort of direction on the edges;
for instance, many roads are undirected (please stay on the correct
side of the road), but some are one-way.
An acyclic graph is a graph without any cycles; that means that once
you leave a node, you can't get back to it.

You can't sort a cyclic graph; which part of the cycle would come first? But you can sort an acyclic graph, and the result is a 'topological sort.' As you pointed out (maybe accidentally) in your second example, multiple topological sortings may be valid for the same graph.
In order to handle the dependencies in your problem, you will have to use a graph. However, since you know that it will be that it will be acyclic, you can write your own, very concise graph class.
You would store all the nodes in a single array, graph, and the nodes keep a list of the nodes that come after them in out_neighbors (this is called an ""adjacency list"" format).
Now how do you sort them? Well, you want them sorted so that nodes do not depend on nodes that come later. First, you want to find all the nodes that have no incoming edges (i.e., don't depend on anything).
Next, you are going to use these to find other nodes.
At the end of this, topsort will be a list of the node pointers in a sorted topological order. However, all of your incoming edges have been removed from the graph, as well (this can easily be rebuilt using the outgoing edges).

Some suggestions: 
First, your Tasks are already like the simple structure I described here, except that they only have one parent and child pointer; why not have a list of parents (incoming) and children (outgoing)? Then you can sort the Task objects themselves.
Second, once it is sorted topologically, you can run things in threads; so long as all of my incoming edges have been compiled, I'm free to go, too.
",1,28263062
28255076,"
First, your comparison function needs to be able to access the private member text of myclass.
You could either make text public or add
in the class definition.
Second, your comparison function is wrong. It takes pointers to the members of the array to be sorted. You should write it like this:
",0,28254857
28255184,"
Right now, your code looks like a warped version of C code, with just enough C++ ""sprinkled"" in to keep it from working with a C compiler. At least IMO, this gives pretty much the worst of both worlds--it removes most of the best features of C, and the best features of C++. If you're going to write C++, write C++, not warped C.
To create and sort a collection of objects in C++, you should probably write the code more like this:
At least in my opinion, this is quite a bit simpler and easier to understand. It doesn't leak memory. If (for example) we added another item to the collection of items, we wouldn't have to rewrite other code to accommodate that.
Probably more importantly than any of the above, at least for me this leads to faster, easier, more bug-free development. Just for example, the code above was bug-free (worked correctly) the first time it compiled. Other than fixing a couple of obvious typos (e.g., I'd mis-typed operator as opertor) it compiled and ran exactly as I originally typed it in. As a slight bonus, it probably runs faster than the C-like version. With only 4 items, the difference in speed won't be noticeable, but if you had (for example) thousands of items, std::sort would almost certainly be substantially faster than qsort (two to three times as fast is fairly common).
",1,28254857
28254959,"
Your comparison function is wrong. It receives a pointer to each array element, which is a pointer to myclass, not the text.You also shouldn't cast the function pointer when calling qsort, you should cast the arguments in the comparison function.
",0,28254857
28254740,"
You could store each number as a string, but also pre-compute its digit-sum and keep both in a pair<int,string>, then put them into a vector<pair<int,string> and sort it. No need for a custom comparator, the one for std::pair does exactly what you want.
",2,28254456
28254746,"
Just pass a suitable comparison function (or functor, e.g. a lambda would be natural) to std::sort.
",2,28254456
28255646,"
Since you want to compare on sum of digits first and then lexicographically to break ties, it will be convenient to convert your input numbers to strings.
From there you can define a custom comparator to achieve the desired behavior:
Output:
",1,28254456
28247782,"
Here is a pair of merge sort examples, somewhat optimized, and perhaps a bit more than what would be expected from a student.
The top example is a top down merge sort. a[] is the array to be sorted, b[] is a temp array the same size as a[]. Copying data is avoided via a pair of recursive functions that alternate the direction of the merge depending on the level of recursion.
The bottom example is a bottom up merge sort. Note the sorted array can end up in either a[] or b[]. This can be avoided by calculating the number of passes and if the number of passes is odd, swap in place for the first pass.
Both sort examples use two arrays and merge using indexes. The main difference is top down uses recursion to repeatedly split pairs of indexes until the indexes represent a run size of 1, where it then starts the actual merge process, while bottom up skips this step and just starts off with a run size of 1 and starts merging immediately. Most of the time is spent merging, so the extra overhead of recursively generating indexes is small compared to the total time it takes to sort.
top down merge sort
bottom up merge sort
",1,28244634
28236852,"
Check this code :-
The code is copied from here
",1,28235622
28229061,"
You have a struct count and then you also have using namespace std;. Did you realize there is a std::count?
Try not to use
Also, change struct count to struct Count.
Coming to the issue of the sorting function, you can implement it using std::sort.
That should go a lot faster than what you have (N.logN vs N^2).
",1,28228933
28220255,"
Recursion is calling of a function from itself . For one to understand recursivity he must first understand recursivity !
What you are actually asking is basically how to QuickSort works and how it finds it's pivot  ! 
Take a look over this book :
http://en.wikipedia.org/wiki/Introduction_to_Algorithms
It's considered one of the best to explain things like quicksort .
",0,28220152
28220507,"
I am not sure what the exact concern is, but it might help if you think of QuickSort in a very high level view. 
Quicksort works by selecting an element as the pivot and reordering the elements in the sequence into two subsequences, of smaller and larger values, separated by the pivot. At this point the pivot is in place and you only need to sort both sequences independently. 
The heavy work is done by partition that goes over the sequence separating the original sequence into the two subsequences and yielding the final location of the pivot.  Note that after partition completes, the pivot is in it's final location, it need not be moved.
In your case the pivot is selected as the first element, so you would have:
At this point you quicksort the subsequences [ smaller... ] and [ larger... ].
Note that this is not like mergesort, in mergesort you have a fixed split point, you sort both subsequences independently and then build the overall solution by merging the results. In quicksort you pick an element move it to the right location separating the universe into smaller/larger values that form the two subsequences, the split point is determined by the value of the pivot and the relative values of all other elements.
",0,28220152
28213538,"

Write a test with 10 elements in the sequence
Run it under valgrind --tool=massif
...
Profit

There are tons of sorting algorithms and containers implementations around, many (if not most) container implementations allocate/deallocate memory on each insert/erase operation, so you really need to go all the way down to finest details and pick the right combination if dynamic allocation is a problem.
",1,28213415
28213826,"
std::sort: The comparison object expected by it has to return ​true if the first argument is less than (i.e. is ordered before) the second. 
strcmp, the function you provided has another return convention:

Negative value if lhs is less than rhs.
​0​ if lhs is equal to rhs.
Positive value if lhs is greater than rhs.

(here lhs and rhs reffer to left hand operator and right hand operator)
So you have to create your own wrapper function around strcmp.
If you could use c++11 and if you could use c++ for real (i.e. std::string and std::vector) you can use other cool tricks like lambdas.

The classic solution:
The lambda solution:
The real C++ solution
",1,28213100
28213818,"
I've got it working. Like @bolov and @Svalorzen said, I had to write a bool function that returns true or false, instead of -1, 0, 1, like strcmp() does. Here it is, if anyone needs it in the future:
Thanks for your help.
",0,28213100
28204744,"
You just need to define operator less for your structures,
and use std::sort, see example:
http://en.wikipedia.org/wiki/Sort_%28C%2B%2B%29
",1,28204614
28204764,"
After you created a pair of  for the data set, you can use std::map as container and insert the pairs into it. If you want to sort according to frequency define std:map as follows
std::map myMap;
myMap.insert(std::make_pair(frequency,word));
std::map is internally using a binary tree so you will get a sorted data when you retrieve it.
",0,28204614
28182994,"
std::sort does not have a built-in function for sorting complex numbers, so you have to write your own comparator function and pass it as an argument in sort() as
The myWay function is defined as
So, your whole code should look like
",3,28182887
28183074,"
Mathematically speaking, there is no ordering defined for complex numbers, which is why there is no operator< defined for complex. You can try inventing your own ordering function (such as ordering them lexicographically) but that requires writing your own comparator function:
and then calling sort like this:
sort(v.begin(), v.end(), complex_comparator<double>);
However, I'm not quite sure what you're trying to achieve because there is no sense in saying that one complex number is ""bigger"" than another.
",6,28182887
28162290,"
At least normally, it's a tree sort. That is, the items are inserted into a balanced binary search tree (usually a red-black tree), and that tree is traversed in order.
",1,28162267
28162311,"
std::set and std::map are usually implemented using self-balancing binary search trees, usually red-black trees because they tend to be the fastest in practice. For detailed information about these data structures, you might want to consult a textbook such as Introduction to Algorithms by Cormen et al. or Algorithms by Sedgewick.
",1,28162267
28162300,"
The C++ standard doesn't enforce any kind of sorting algorithm for std::set or std::map. So their implementations might differ among different platforms.
With that said, they are commonly implemented as a red-black tree, which is  a self-balancing binary search tree. They don't sort their contents, they maintain the order of their contents as new items are inserted. Inserting a single item to them is usually O(logn).
",1,28162267
28121532,"
The problem is in this part of your code:
And for sorting issue, we should create a temp array to store the temparary sorting result.
Here is a program that works. Similar to yours.
",0,28120943
28114293,"
Because ranges in stl are always defined as half-open ranges from the fist element iterator to to the ""one-past-the-end""-iterator. With C++11 you can use:
",6,28114126
28114247,"

Format for sort in STL in c++ is,

No, it's not. You are supposed to provide an iterator for the first element, and a one-past-the-end iterator, as you've discovered.
The Standard Library in general uses semi-open intervals to describe ranges through iterators. Otherwise it would be impossible for empty ranges to be expressed:
",2,28114126
28104272,"
You can't change the sort order of an existing map.
Illustrating one way to create an index into the map in the form of a sorted vector...

Also, if I flip the map, as some posts suggest...

Not a good idea: just ""flipping"" key and value won't help without also changing the sort comparitor, you'd need a multimap if set sizes could be repeated, and slower and more wasteful of memory than building an index as above (unless you can throw away the original mymap once the re-ordered multimap is constructed).
",1,28103788
28104464,"
You just want to output the map in some weird sorted order.
You should not want to modify the order of keys inside a std::map (that does not make any sense, since the fixed order -i.e. the key compare function - is the second template parameter of std::map).
So get the std::vector of keys from the std::map:
then sort (using std::stable_sort to keep keys of same size in original order) it according to your criteria
and at last display your map using 
",0,28103788
29159556,"
The main issue in the merge step occurs in the case when one sublist is exhausted first. The remainder of the other list is appended to the end of the merge list but none of the prev pointers are being maintained. At the bottom of mergeList(), it should look like this:
Also, there asymmetry in the main while loop that seems like a mistake
Lastly, there are a few places where an single element list isn't being handled properly, e.g. addToFront().
Hope that helps!
",0,29159099
29161795,"
Sort the tree view by click a column.

Set the view can be sorted by click the ""header"".

Connect the header signal to a slot made by you.

In the slot, call the sort() virtual function of the model. sort() virtual function is a virtual function of QAbstractItemModel, and one should override it.

Override the sort() function as your model should do. 
emit dataChanged(QModelIndex(), QModelIndex()); from a model to update the whole tree view. 

",1,29158968
29158141,"
You would probably be better off flattening the matrix to 1 dimension and using a step variable to determine where each row would start. Then sorting is easy.
",0,29157436
29135812,"
Moving the values from vec back to data, you need to iterate through all the 10 buckets, but instead you're only iterating through 8 of them:
This should be:
",1,29135668
29133091,"
This takes a type T and a map M:T->U and uses the ordering on U to provide an ordering on T.
this takes a tuple tup and reties its elements in a different order.
will sort foo via element 3, then element 2, then element 1.
The next thing you want to be able to do is to project each sub element into its own sorting domain.  Still not what you want, but closer.
To solve this, I'd work on piping and making a variardic order_by.
Piping lets you get, then project to a new space.
now order_by can take a collection of projections, and it projects one at a time, picking the first to use.
Now we want to pipe operations together, so the get projection can be followed by a length projection (for example).
and we are almost there!  Replace your Length with:
A slightly different approach would be to chain multiple full orderings together, instead of chaining order_by projections onto each other.
If you really want your specific syntax, work can be done to extract the I and the F and pair them up and build an ordering function call.
None of the above is compiled or tested, but the design should work.
I find the projecting your data into an already defined domain with a well defined < is usually more pleasing than writing a custom comparison operator.
The above uses a handful of C++14 features, mostly _t aliases.  Replace std::blah_t< args > with typename std::blah< args >::type if you lack that alias, or write your own _t alias like template<class...Ts> using blah_t=typename std::blah<Ts...>::type;.  There is also some code that is much improved by the C++14 std::result_of, with the improvement #if 0'd out currently.
The strangest order mapping is reversed_sort_t, which maps T->reversed_sort_t::helper<T>, where helper<T> is a type that supports nothing except reference-semantics default copy and reverses the application of <.  An older version of this solution negated, but negation of -128 doesn't produce +128 when restricted to char.
",1,29131785
29133584,"
I think I got it!
Testing the output:
Output:
First the 3rd component is arranged in reverse alphabetical order.  Then among these 4 tuples ending in u, the string component is arranged from shortest to longest.  There are still three ties, so among these the int component is arranged from least to greatest.  I hope those reading before understand my question now.
I will study Yakk's solution now to see if his method is really different or not.
Update:  I just want to add that I found a more general way to write the above (tested to give the exact same output), using:
",0,29131785
29131430,"
You could define a comparisor operator like this
And after that, instancing it and using it
",0,29131226
29132927,"
!!!Warning std::sort is not expected to be a stable sorting algorithm.
Use std::stable_sort which is most of the times implemented as merge sort. 
",0,29131226
29115234,"
With pre-sorted arrays, the simplest method should be something like
Or if you're using std::arrays
",4,29115047
29117277,"
Merging two pre-sorted arrays require only O(N) time and O(N) extra space where N = n + m. Here n and m are number of elements in each array. 
In above case, if the two arrays are unsorted initially, you have to sort them in O(nlogn) and O(mlogm) time respectively. Then merging them require another O(N) time resulting in total O(max(m, n) log max(m, n)) time asymptotically. 
On the other side, if you join the two array and apply any first sorting algorithm like quicksort (C++'s sort(..)) the time complexity will be O(NlogN) and with O(N) extra space.
So it terms of time complexity, I think you should use merging method of merge sort as your two arrays are sorted initially.
",1,29115047
29117210,"
Not using classes, i.e. pure C:
",0,29115047
29101113,"
a and b arrays are 3 members long, but in merge you use actual values as indexes
",0,29100997
29073946,"
Basically, you want to create a partition:
As for the subsidiary questions:

I had to remove the ""const"" part in the code to make it compile.

That's because your GetActive() method should be const:
See Meaning of ""const"" last in a C++ method declaration?

how can I use this to delete every single object (and pointer to object) that is no longer needed?

You could use smart pointers (such as std::shared_ptr) and no longer care about delete. Thus you could use the Erase–remove idiom as follow:
Related question: What is a smart pointer and when should I use one?
If you don't want to use smart pointers, you could use the returned iterator which point to the first element of the second group (i.e. the non active ones) and iterate until the end of the array:
Note that I'm not calling erase inside the loop since it invalidates iterators.
And of course, this last solution is more complex than using smart pointers.
",9,29073863
29058444,"
Put the data in a vector of vectors, and use std::sort:
Demo.
std::vector comparison is lexicographic, it works regardless of the number of items in it.
",4,29058392
29058531,"

If you want to sort the array, taking column 1 as main index, column 2 as secondary, etc, AND GET THE FINAL RESULT.
An custom sort function will do the work.

If you want to sort the array, specifying which column to sort, AND GET ONE RESULT EACH TIME.
Create a sort object each time you want to sort.


Usage:
",0,29058392
29053786,"
The first sort, sorts the columns of each row (I assume you each row starts with the element 0 or that each row has 0 as one of it's elements). Then you replace the first element of each row with an incrementing number. The lambda function in the second sort is comparing vectors starting with the first column instead of starting with the second column.
I created an example that more closely matches your description. It sorts a vector of iterators to the ""rows"" of a 2d vector (vector of vectors without the first column being an index). The columns of the 2d vector are sorted first, then the vector of iterators to the ""rows"" is sorted without actually sorting the rows of the 2d vector (the 2d vector could be sorted directly if this was wanted).
C version:
",0,29051563
29055379,"
You have a bug in your partition() function (I take it that it's Hoare partition algorithm implementation). You just need to remove this code:
after swapping values.
Here is the corrected partition() function code:
Even with this bug fixed, you should create a good unit test for your quicksort implementation, because there may be some other subtle bugs (it's very hard to write bug-less implementation of partition() from scratch). Check for edge cases, corner cases and boundary cases in your unit test.
",2,29050798
29053436,"
I'm not sure how much this would help but when you get your pivot of
you are doing (0+9) / 2 which is 4. But the thing is, the middle should be 5 if the size of the array is 10.
",-1,29050798
29040698,"
This can easily be found out from the documentation:

Complexity
At most std::distance(first1, last1) + std::distance(first2, last2) - 1 comparisons.

So No. 1 it is. (Yes it assumes that the standard committee got the complexity right, but that is not a stretch.)
Option 4 is obviously false because n + m - 1 grows slower than n*m, so we already have a better estimate.
Option 3 is false with this counterexample:
needs at least two comparisons. Option 2 counterexample:
would need 3 comparisons:
",2,29040650
29040741,"
Assuming m < n, at least m comparisons and at most n+m-1 comparisons (worst case). So assuming all elements of the smallest list come first, the minimum number of comparisons is min (n, m). Assuming that by simplest you mean best case, then answer 3 is the correct answer. Answer 1 is correct for the worst case.
",2,29040650
29003799,"
600000 array size is too much memory on stack.Instead use a global array.
",0,29003559
29003807,"
As far as I know, an array with a run-time size is a C99 feature and only provided as extension in some C++ compilers. Switch this to a std::vector<int> a(N); and the code should work.
BTW:

Sorting this is not the fastest way to find the N-th smallest number.
Please consider Chris' comment, that your question lacks the necessary information. Also, indent and clean up your code, I don't think that it's necessary to run a loop.
You can also retrieve input from IOStreams, no need to use scanf(): while (cin >> N) { /*use n*/ }.

",0,29003559
29003707,"
sort() need some function has return bool type and it accept your int function because it can assume if it return 0 it is false else it is true. You shoudl just give it it is true or not then let sort() fucntion to do its job. For example, if u change your fun fucntion as i show above, then sort() give you output in ascending order in an absolute manner.
Actualy i advice you, mostly use lambdas for these sort function , actually if you put them in auto vars then you can call them more easily.Like that,
PS(sorry for language, it's not my mother tongue.)
",1,29003342
29003405,"
Easiest to use...
...and ditch fun altogether.
If you really want a reusable function (instead of the ""lambda"" above), have a look at the cppreference example here - specifically customLess.
",3,29003342
28998834,"
Just use std::sort:
...
produces
",0,28993556
28994754,"
If I am understanding your question correctly, I think you are saying that you want to determine all TopBottomThing's that have either a top that matches some other entry, or a bottom that matches some other entry.  Then you want to sort those TopBottomThing's by the min(top, bottom).
This is the algorithm that I would use to do such a thing.  Create a std::map that stores a mapping from type T (from the definition of TopBottomThing) to size_t.  Iterate through your input, and for each TopBottomThing, add the top, as well as the bottom (but only if distinct from the top) items to the map.  When adding a new entry, initialize the value to zero.  Otherwise, increment the existing value.
The next step is to create two vectors: one to hold those TopBottomThing's that match something, and one for those that don't.  Iterate through the list of TopBottomThing's a second time, and select max(map[top], map[bottom]) from the map.  If that max value is at least 1, then the result matches at least one of the other entries, so add it to the match vector.  Otherwise, add it to the non-match vector.  After that, sort the match vector, then append the non-match vector, and return that result.  The code is as follows:
Running this code generates the following output:
",1,28993556
28992144,"
If performance is not of significant concern, just use the same idea as Bubble sort. 
Compare last column element between each pair of rows, and if not in order swap the rows. This can be done with a loop and a temporary variable.
Since you are using C++, you can use std::array if your matrix has fixed size rows and columns. i.e.
Here is a working example which uses std::swap to do the swapping of rows. The sorting routine is essentially the bubble sort.
",0,28991630
28992965,"
Maybe this is your answer:
",0,28991630
28958384,"
This is just a quick explaination how you can do it.
",0,28957833
28958168,"
You're reusing the index i in the inner loop causing the outer loop to misbehave. Change it to another variable such as j and change the relevant uses of this variable.
",0,28957833
28958399,"
A custom comparator and std::sort should be sufficient for what you're trying to do. The important part of the comparator is to ensure it follows a strict weak ordering. One of the properties of that ordering is this:

Given a and b, if (!(a < b || b < a)) is true, then a and b must be equivalent.

Constructing a custom comparator as a functor is straight-forward, and is a good place to store your alphabet. To avoid string scanning even with sorted logN efficiency a custom alphabet table holding the numeric sort-order equivalence can be used. This will be very fast, shining especially well for large string comparisons as each char lookup is constant time.
Example of a custom comparator follows:
Output
How it works
The comparator object is constructed from the custom alphabet to initialize a table indexes by all possible char values using their alphabet position as their ""value"" in the table. All non-alphabet chars hold a value of INT_MAX giving them the ""weakest"" possible order value, and treating them all as equivalent. 
Once that is complete the comparator will be handed off to the sort algorithm. When two strings are compared they are walked until a non-matching value is encountered or one/both of the strings reach termination. At that point either the string finished at the same time, the left ""finished"" first, or the right finished first. We know all chars up to that point are equal. Therefore, if the left side finished before the right, only then is the left truly ""less-than"" the right. if they are the same OR the right side finished first (matters not which), the left side cannot be less. Therefore we can simply return whether the right side reach its end as the final answer.
This specific comparator ignores all non-alphabet characters, so any alphabet character will be less than any non-alphabet character, and all non-alphabet characters are treated as equals. If that isn't sufficient for your needs some tweaking may be needed.
Finally, the preparation time for the comparator is a fixed fill-cost plus O(n) for the length of the alphabet. If you're using the same alphabet for many sort operations preparing a comparator ahead of time and just sending it down to std::sort may be warranted. Again, may need some tweaking for your needs.
Regardless, Best of luck.
",2,28957606
28957648,"
Here's a way to custom your sort comparison operator
",1,28957606
28949888,"
Asymptotically there is no difference:

Inserting in ordered collection N times is O(N log N).
Sorting unordered collection of N elements is O(N log N).

So best way to select fastest solution is to implement both and check on real data.
I think storing events in container such as std::vector and sorting them at the end would be faster, because fast adding along with frame preparation will not invalidate CPU caches, that may occur during ""long"" and non-trivial O(log N) insert into std::priority_queue or std::map.
Also storing events in simple container (std::vector) and processing them when needed (sorting etc) looks more logical to me.
",2,28949538
28949967,"
Keeping the queue prioritized all the time needs Θ(n log n) time. Making the heap needs Θ(n) time. Later, both methods need the same time, Θ(n log n), to extract the elements one by one in sorted order. So make_heap is clearly a better choice. But since both methods, when they are needed, are equivalent to sorting your input, quicksort is a better choice.
",1,28949538
28949664,"
std::map<priority, event> might be a tradeoff: do the insert based on priority. std::map's insert is or order n log(n) and keeps it prioritised at all times.
At the time when the events are needed, no processing is needed, just iteration.
",0,28949538
28937208,"
What your are doing has complexity O(nk^2) where n is the size of each array. You merge two lists at a time. Why ? you merge first two lists it takes 2n operations also the size of the first two combined is 2n. Now you merge this with the third, the  array size becomes 3n and 3n operations are done, so total number of operations are 2n+3n+....kn ( arithmetic progression ) which is O(nk^2). Instead take a priority queue ( min heap ) insert first elements of all k lists. Now each time take the smallest element from priority queue ( put this in your new list ), remove it from the priority queue and insert the next element of the list to which this element belonged. As all elements are inserted and deleted from priority queue once and in total there are nk elements the complexity is O(nklog(k)). ( Time to delete / insert ) priority queue is O(log(number_of_elements_in_queue)). And in  the queue at maximum there are k elements at any time. 
For a more detailed explanation plus a code have a look here : Merging k sorted lists. I assume this would be enough to get AC on leetcode :).
",4,28935642
28939026,"
Your problem is that you are doing unbalanced merges. If each list has n elements to start with and merge(a,b) means you merge lists of length a and b (which takes time O(a+b)), then the operations you are doing are
and so you're paying a lot of cost iterating over the long list so many times; with k elements you're doing about (1/2) k^2 n work.
You could look for a specialized imbalance merging algorithm, but a much easier approach would be to just reorganize your work to merge lists of similar size. If you started with k lists each of n elements, then you would do
Each step takes nk time, and there are lg(k) steps, for a total cost of nk lg(k).
If k isn't a power of 2 or the lists are not all the same length, there are lots of things you can do to try and minimize the overall amount of work, but a very simple way is to make lists a deque instead of a vector, and for each merge you pop two lists of the back and push the result in the front instead of the back. Another simple optimization on this is to first sort the lists by length.

The other answer is likely better when k is not too large. When k is rather large you're probably better off with a hybrid algorithm: you pick an appropriate m and you organize the total work as I've described, but rather than merging 2 lists at a time, you merge m lists at a time.
My first two guesses at an appropriate m are ceil(sqrt(k)) and the largest value for which the other answer's algorithm is efficient for an m-way merge.
(if for some strange reason m is still very large, then you do the m-way merge with the hybrid algorithm)

Why do I make the predictions above? The other answer only makes one pass through the data, so as long as your CPU can efficiently maintain a priority queue of length k as well as read from k lists at the same time, it is surely better than my algorithm which makes many passes through the data.
But when k gets too large, you run into problems:

Your TLB might not have enough entries to read from k lists at a time
Your cache might not be big enough to store a cache line or two from all of k of the lists as well as fit a priority queue

cache misses and especially TLB misses will degrade performance. The hybrid algorithm reorganizes the work so that you keep the benefit of my algorithmic approach (balanced merges) while nearly all of the work is done with the efficient m-way merge from the other answer.
",1,28935642
28921889,"
At some point during an ordinary implementation of most sorting algorithms, you'd have something like this:
It is often convenient to ""outsource"" the job of comparing the elements to a separate function (I'm assuming for simplicity that the elements being sorted are integers):
Combined with inheritance, you could define isSmaller() in a base class, and for each sorting algorithm you'd like to implement (quick sort, merge sort, insertion sort...), you'd create a new subclass. However, each subclass should call isSmaller() rather than using < to determine which elements should come before which. Then, you can add your ""count the number of comparisions"" code (which, as you say, would consist of simply incrementing a counter) to isSmaller().
(The point of the task is to make you realize that inheritance can free you from having to duplicate the counting code in every sorting algorithm implementation. Also, when using function pointers or function objects, the idea of ""outsourcing"" the comparison can also be used to make a ""configurable"" sorting class where the user of the class can decide how comparisons are to be performed, in order to e.g. sort numbers descendingly, or to sort a list of persons based on their names, etc.)
",4,28921843
28902618,"
There's no standard comparator that does what you want. Provide your own comparator which gives the order you want:
and use the third (optional) template parameter to specify this rather than std::less
You can shorten (and arguably obfuscate) this slightly by comparing modified pairs:
",4,28902219
28899976,"
The first thing to note is that every number you form with all the elements of the vector has the same number of digits. That's why we can use lexicographical sorting on strings. 
So what we could do in a naive way is to list all posibile concatenations and select the largest from it.
The string comparison used for sorting makes use of the above noted fact for the special case of 2 elements in the vector. So we could modify the naive implementation to first search for the largest to elements using this comparator, concatenate them and then repeat with a vector whose size has been decreased by 1 (the newly concatenated element is also contained in the new vector). But then again, we would choose that newly concatenated element and the remaining largest element for going on. if we would not choose that newly concatenated element, than we wouldn't have picked the 2 largest elements of the vector in the first place. So we pick out the elements one by one in decreasing order. That's why the sort is applied first.
",0,28899727
42040203,"
You have to take greates of all possible combinations of array members.
e.g. 3303459, 9534303, 9353430, 93534303, ....
so, at first you have to sort them, after combine in one string.
for sorting you can't just compare 3 with 30, you have to compare merged value of them 303 with 330, 
if you will check only members like 30 with 3, you'll have 303, but actually in this comparison you should have 330, because 330 > 303, that is why should compare s1 + s2 with s2 + s1,
about while loop, possible suck test case [0, 0, 0, 0], for this case will be generated such string ""0000"", but it's not normal number, we have to remove all 0 started from left except last one, to get normal number ""0""
",0,28899727
28869716,"
There are couple of reasons I can think right off.

You have hard coded comparisons. This helps in pipe-lining multiple instructions, which makes it highly efficient. But imagine coding it for N=1000. You'll have to write 1000*1000 comparisons.
std::sort does O(nlogn) comparisons. But this Big O notations holds for large N as the constant of notation can be large. So you can't judge the efficient by running on range of 8 values. 

",1,28869451
28847393,"
There are a lot of ways to approach this problem.

If you have only several thousands of vertexes, it can be very fast to just iterate over all of them.
If you are just clicking on a vertex (or other object) in one of the views, then you can render the scene into another buffer using a different ""color"" for each object in the scene.  To figure out which object you clicked on, you just have to read the color from that pixel.
In other circumstances, you can store the vertex data in a spatial index such as an octree.

Remember: Blender is open-source, so you can just read the source code if you want to find out how Blender does it.
",1,28847233
28850846,"
The order in which entries are returned by the server is not specified by the LDAP protocol and data model, and thus is implementation dependent.
Most LDAP directory servers I know would return the entries in their order of creation, but it's not always the case.
LDAP client toolkits support client side sorting. But you can also request Server side sorting with an LDAP Control, if the server supports it.
",0,28846594
28845644,"
@JonathanPotter was right. ""You're not setting ptr->prev when you link a new node in."" that is the problem. 
this code works fine for me. see the modification, added some part for setting prev node. code may be little messy but you may understand the logic and write a better code. 
",1,28842946
28836558,"

Your comparator is incorrect. The documentation for the std::priority_queue states that it should provide a strict weak ordering(that is, it should event1->getTimestamp() > event2->getTimestamp(), not >=).
To make it stable, you can just store the line number inside the Event and compare it if event1->getTimestamp() == event2->getTimestamp().

Something like this:
",7,28836251
